id,comment,label
train_000423,"chất lượng sản phẩm tuyệt vời split tuy nhiên mình đã ghi chú đóng nguyên hộp mà shop lại không cho vào hộp nhưng thôi không sao
","0
"
train_000424,"sách nhận bị chập góc nên không vui lắm bìa mềm và giấy rất mỏng khác xa với mong muốn lúc mua vì tưởng 185k thì giấy cũng ok xíu mua tiki vài chục quyển rồi thì có bị vài lần không vui vì sách nhận bị chập góc quá nhiều rồi bị rách bìa nữa
","1
"
train_000425,"son fake đánh lên môi không bám
","1
"
train_000426,"nếu bật chế độ full screen và lướt web đọc báo sẽ thấy khá khó chịu vì màu sắc không đều bật chế độ 3 phím ảo ở dưới sẽ thấy đỡ ám vàng vì không phải đọc nội dung dưới cùng
","1
"
train_000427,"xấu hơn s6 active nhưng nếu về vn mình chọn s7 active vì hình như em nó hỗ trợ thẻ nhớ trước lăn tăn s6 active nhưng không có thẻ nhớ nên thôi
","1
"
train_000428,"hà nội ơi để kỷ niệm đại lễ 1000 năm thăng long hà nội xin hãy làm một việc có ý nghĩa hãy dành chút tiền để sửa sang vỉa hè xung quanh hồ hoàn kiếm với dự án là 40 tỷ đồng đó để xây dựng giúp đắc ang một hai cây cầu đi nhé
","1
"
train_000429,"rất đáng tiền ok
","0
"
train_000430,"giao hàng nhanh đủ gói bọc hàng tạm tạm chưa biết dán thế nào nhưng thấy cũng ok mong miềng dàn sẽ như kì vọng không bị bong ra sẽ tiếp tục mua của shop trong tương lai
","0
"
train_000431,"không thấy giáo chúng đoen hàng bị thiếu
","1
"
train_000432,"nhỏ hơn màn hình j7 prime rất nhiều
","0
"
train_000433,"đi êm chân lắm nhé shop ơi
","0
"
train_000434,"kém hỏi cái gì cũng bảo không biết nhận hàng lỗi báo thì không thèm trả lời quá kém cả chất lượng và tư vấn
","1
"
train_000435,"kem mịn tệp màu nghĩ 52 sáng nhưng hóa ra vừa in luôn rất nhẹ mặt tự nhiên
","0
"
train_000436,"chất lượng sản phẩm rất đẹptuy bé mặc hơi rộng chút
","0
"
train_000437,"khi tôi nạp thẻ thì bị báo đã sử dụng rồi nhưng khi shopee giải quyết thì vẫn trả tiền cho shop có lẽ biết chắc vẫn được thanh toán nên shop thật vô trách nhiệm khi người mua liên lạc báo là không nạp được bán hàng không có tâm các bạn nên cân nhắc trước khi mua tôi đã mất 90k tiền ngu
","1
"
train_000438,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời split thời gian giao hàng rất nhanh rất đáng tiền
","0
"
train_000439,"do đơn vị giao hàng hay do shopko kiểm hàng bị ntn
","1
"
train_000440,"như mong đợi sẽ ủng hộ shop dài dài
","0
"
train_000441,"hàng đẹp sẽ còn ủng hộ nữa chúc shop buôn may bán đắt
","0
"
train_000442,"shop phục vụ rất tốt màu sắc đẹp chất hỏi nhiều nilong nhưng so với giá là quá rẻ
","0
"
train_000443,"rất không đáng tiền thời gian giao hàng rất chậm shop phục vụ rất kém
","1
"
train_000444,"đỏ gạch cam đất đỏ đất màu đỏ đất đẹp hết sảy con bà bảy ưng lắm nhưng màu đỏ gạch thì ít đỏ quá
","0
"
train_000445,"chất lượng sản phẩm tuyệt vời thời gian giao hàng chậm 5 điểm sao
","0
"
train_000446,"sp y hình đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh
","0
"
train_000447,"mình chưa dùng nhưng thấy lọ chiết rất xinh nếu dùng hợp sẽ ủng hộ tiếp
","0
"
train_000448,"mẫu không giống trong hình
","1
"
train_000449,"rẻ mà đẹp
","0
"
train_000450,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh rất vừa vặn shop làm ăn rất tốt
","0
"
train_000451,"ừ gửi đúng hàngmà không có dây phoneuổn quámáy màu đen xì toàn bộ như thần chứ không phải như hình mẫu trắng đen đâu
","1
"
train_000452,"chất lượng sản phẩm tuyệt vời split đóng gói sản phẩm rất đẹp và chắc chắn split shop phục vụ rất tốt
","0
"
train_000453,"chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh sản phẩm tặng rất đẹp nhé mọi người
","0
"
train_000454,"quạt chạy êm khoẻ không biết lâu dài thì có bền không shop phục vụ tốt
","0
"
train_000455,"thời gián giao hàng quá lâu không chủ động thông báo cho kh
","1
"
train_000456,"mình đã báo lấy cho con trai thì lấy màu ghi xám thôi shop cho cả màu hồng mầu cảm quá dở
","1
"
train_000457,"đặt màu vàng giao màu trắng ok vì shop vẫn gọi điện cho khách trước nhưng hoàn toàn thất vọng không giống hình 1 tí nào
","1
"
train_000458,"chất lượng sản phẩm rất kém bị sước nhiều chỗ đóng gói sản phẩm rất kém xe bị gãy và thiếu một số phần shop phục vụ rất kém rất không đáng tiền
","1
"
train_000459,"mình đã mua của shop khoảng 45 lần rồi lần đầu cho shop 2 sao với lý do đóng gói quá sơ sài khi nhận hàng khui ra có một chai đã chảy gần một nửa mong shop lần sau chú ý cách đóng gói sản phẩm đóng gói tốt cũng là một cách trân trọng khách hàng của mình
","1
"
train_000460,"vải được nhưng giao hàng lộn xộn lại thiếu hàng
","1
"
train_000461,"áo váy mà bảo là giống mấy chú mickey đen còn in loang lố nói chung không hài lòng kêu trả hàng thì còn lâu cho trà nhé
","1
"
train_000462,"đóng gói sản phẩm rất đẹp và chắc chắn rẻ mà chất lượng
","0
"
train_000463,"shop phục vụ rất tốt nhiệt tình sẽ ủng hộ dài dài v
","0
"
train_000464,"giày nhẹ mang êm chân
","0
"
train_000465,"giày dễ thương lắm êm thoải mái này
","0
"
train_000466,"sp trục trặc xin tư vấn ò shop thì shop hok trả lời phục vụ kém
","1
"
train_000467,"giày rất đẹp mềm dễ đi đóng gói cẩn thận
","0
"
train_000468,"ok đấy thời gian giao hàng rất nhanh
","0
"
train_000469,"cái này là gel mình không phải là decumar
","1
"
train_000470,"chất lượng sản phẩm rất kém giao sp hư kh báo lại lơ như không bít bán uy tín chỉ có 175k qua tới shop phục vụ rất kém
","1
"
train_000471,"hàng đẹp nhưng dây giày hơi bẩn
","0
"
train_000472,"vải quá xấu mặc ngứa
","1
"
train_000473,"hết hàng nhưng không báo trc cho khách hơn 1 tuần sau shipper đến giao mới bảo rồi hoàn lại tiền
","1
"
train_000474,"đóng gói sản phẩm rất kém shop phục vụ rất kém mình đặt 3 ốp 3 màu giao 2 màu mua 1 miếng kính cường lực thì mặt kính hơi trầy nt cho shop thì không thấy trả lời buôn bán điêu vãi mọi người đừng mua nhà
","1
"
train_000475,"pin không cầm sặc xài đuợc chút hết máy ưa tắt nguồn tệ say lầm khi mua
","1
"
train_000476,"cáp giao sai màu
","1
"
train_000477,"shop nhiệt tình tỉ mỉ giao hàng rất nhanh
","0
"
train_000478,"chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh split quá nhanh quá nguy hiểm shop ơi split hàng đẹp lắm các bạn nên mua nhà split giao hàng cực nhanh nữa
","0
"
train_000479,"nước hoa hồng rất lành tính đã mình nhạy cảm nhưng không gặp bất cứ vấn đề gì mình khá thích em này chai dùng được rất lâu chị chủ shop nhắn tin rất nhiệt tình nữa mình thích ai nhiệt tình nhắn tin trả lời khách lắm sp đáng tiền không gây kích ứng làm dịu da tốt có mùi hương nhẹ dễ chịu lắm
","0
"
train_000480,"sản phẩm nầy rất tệtôi dán lên đt chỉ khoản 5p là rớt rakhông như giới thiệukhông nên bán hàng như thế nầy cho khách hàng
","1
"
train_000481,"máy dùng yếu lực hút không hết được cái nhỏ gọn thôi giao hàng nhanh
","1
"
train_000482,"khổ đợt này hơi ướtđợt trước ăn ngon hơnnhưng không sao vẫn ăn được
","0
"
train_000483,"đóng gói chắc chắn giầy đẹp
","0
"
train_000484,"đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng nhanh 50 mask là 50 loại khác nhau sẽ ủng hộ shop dài dài
","0
"
train_000485,"hàng đẹp ngoài mong đợirất ưng ýcó sz to hơn sẽ ủng hộ shop tiếp đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh
","0
"
train_000486,"đặt mua giấy nến nhưng lại gửi giấy bạc
","1
"
train_000487,"thời gian giao hàng rất nhanh chất lượng tương đương với giá thành
","0
"
train_000488,"nói nhiều như con đàn bà ý
","0
"
train_000489,"mất chất không đẹp gì hết
","1
"
train_000490,"mẫu này phom nhỏ bé nhà mình chân 12cm mà đi chật các mẹ nên đặt tăng sz
","0
"
train_000491,"ốp bị xước nhiều hơi cũ nhưng dù s sp đẹp rất đáng tiền
","0
"
train_000492,"thời gian giao hàng nhanh shop phục vụ tốt hàng chuẩn
","0
"
train_000493,"đóng gói sản phẩm rất đẹp và chắc chắn split shop phục vụ rất tốt split rất đáng tiền
","0
"
train_000494,"chất lượng sản phẩm tốt đồng tâm
","0
"
train_000495,"giao hàng siêu nhanh ủng hộ dài dài
","0
"
train_000496,"giao hàng siêu nhanh chất lượng sản phẩm tuyệt vời
","0
"
train_000497,"đóng gói sản phẩm kém hộp bị rách nát
","0
"
train_000498,"xài cũng được tiền nào của đó
","1
"
train_000499,"chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém rất không đáng tiền giày như giày hàng mã không nên mua bây giờ nó đã ở trong thùng rác
","1
"
train_000500,"thank shop đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cho shop 5 shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh
","0
"
train_000501,"gói hàng siêu kĩ nhưng giao khá lâu
","0
"
train_000502,"tốc độ nạp tiền cũng nhanh đấy rất tốt
","0
"
train_000503,"giấy in ổn nội dùng thì không hấp dẫn đều đều và nhàm chán mình đã gặp cái kiểu viết này ở rất nhiều cuốn sách khác rồi sách có 270 trang giá 119k thì quá chát nói chung không hợp với cuốn này và cảm thấy phí tiền
","1
"
train_000504,"sản phẩm không giống mô tả pin thì không sử dụng được chẳng thà không cho còn hơn lần đầu cũng như lần cuối sau này không đặt hàng ở đây nữa
","1
"
train_000505,"điểm cộng cho sơn này là giá thành hạt dẻ mà màu sắc đa dạng tha hồ lựa chọn mình và bạn mình hốt luôn 2 cây mỗi đứa màu nào cũng ưng ý cả nhưng rất khuyến khích dùng kèm với son dưỡng vì son này làm khô môi điểm trừ mạnh là sơn dễ gãy cực cứ là phải nhẹ nhàng cực ấy còn nữa nếu để sơn bị nóng mình hay đãng để trên máy tính thì sơn như muốn tan chảy ra luôn vậy
","1
"
train_000506,"lạp xưởng ngon nên mua hoài không chán
","0
"
train_000507,"đặt màu hồng nhưng hàng chuyển màu xanh
","1
"
train_000508,"chất lượng sản phẩm rất kém shop phục vụ rất kém shop phục vụ rất kém rất không đáng tiềnmang không ổn đih châp chờn shop không hướng dẩn cài đặt mà bảo vào mag xem mò cả ngày mới ra
","1
"
train_000509,"mưa trắng mà giao màu
","1
"
train_000510,"đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt spham chưa dùng nên chưa pít thế nào nhưng nhìn chung là khá tốt
","0
"
train_000511,"chất lượng sản phẩm rất kém quá tệ
","1
"
train_000512,"chào bạnmình mới nhận sản phẩm hôm qua chỉ sử dụng một lần và nồi cơm không hoạt đông nữa mình làm mất hóa đơn thì bên mình có hỗ trợ cho mình trả hàng lại được không ạ
","1
"
train_000513,"chai lớn xài rất kinh tế tẩy trang cũng tốt
","0
"
train_000514,"đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn
","0
"
train_000515,"được này
","0
"
train_000516,"đóng gói chắc chắn máy đến tay đẹp và chất 3 rửa mặt xong cảm giác da mềm mịn sẽ ủng hộ shop các lần sau
","0
"
train_000517,"giao hàng nhanh chủ shop nhiệt tình tư vấn sản phẩm khá ok đóng gói đẹp
","0
"
train_000518,"giá ok
","0
"
train_000519,"chất lượng sản phẩm tuyệt vời split đóng gói túi ni log may mà không bị bục túi nào split thời gian giao hàng rất nhanh
","0
"
train_000520,"mình ngửi được mùi nọc ong rất thơm v split dùng làm khô nhân mụn đẩy mụn khá nhanh không làm căng da ngoại trừ lúc mát xa có hơi đỏ xát một chút vì mình qen dùng clinque nó nhẹ nhẹ rồi nhưng mà không thấy có tác động nào khác gel mướt thấm nhanh mụn trên mặt mình bớt đau sưng thích lắm ạ
","0
"
train_000521,"chất lượng sản phẩm rất kém đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất kém thời gian giao hàng rất chậm
","1
"
train_000522,"cái thứ hai mua ở đây ok đấy
","0
"
train_000523,"đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh mong là dùng tốt như vẻ bề ngoài
","0
"
train_000524,"có hộp đựng bên ngoài rất tiện dụng
","0
"
train_000525,"đóng gói sản phẩm rất đẹp và chắc chắn dùng tốt thanks
","0
"
train_000526,"2 sony đi đầu về khoản chống nước đương nhiên chống nước càng tốt thì máy phải kín mà kín tất nhiên nóng rồi sony về khoản mượt mà thì thua ss táo những cá nhân tôi thấy bền hơn thằng củ sâm nhiều
","0
"
train_000527,"wa tetot nhất đừng mua loại này phí tiền
","1
"
train_000528,"giá rẻ nhưng chất lượng tốt bề mặt êm
","0
"
train_000529,"chất lượng sản phẩm tuyệt vời rất đáng tiền rất dễ thương
","0
"
train_000530,"sản phẩm okhợp túi tiền
","0
"
train_000531,"gói hàng rất cẩn thậncảm ơn shop
","0
"
train_000532,"dép xinh yêu cựcccc split chị chủ shop nhiệt tình dễ thươnggg
","0
"
train_000533,"thời gian giao hàng rất nhanh ưng ý với sản phẩm
","0
"
train_000534,"rất bực mình khi nhận cuốn sách này mình muốn tặng bạn ạn mình nhưng bìa sách lại bị vẽ mực lên
","1
"
train_000535,"chất lượng sp tốt đóng gói ok
","0
"
train_000536,"chất lượng sản phẩm rất kém chạy đi mưa vô nước nút gài chỉnh dây đeo rất khó gắn
","1
"
train_000537,"chỉ wax được lông tơ thôi chứ lông cứng không được giấy wax thì dính không thể vuốt mua xong cảm thấy uổng tiền
","1
"
train_000538,"chất lượng sản phẩm rất kém hộp nhựa bung cả ra ấn không vào đó bị công đóng gói sản phẩm rất kém vỏ nát bét split shop phục vụ rất kém tất cả đều có thể bỏ qua và vui vẻ mua sản phẩm khác nhưng thái độ chăm sóc kh của shop siêu tệ thái độ bất cần cảm giác nếu là nhân viên trả lời thì là bị sếp bùng lương
","1
"
train_000539,"hàng ưng lắm shop ơi
","0
"
train_000540,"mình mua và cắm dùng được một lát là cổng nóng lên và không còn hoạt động ổn định nữa giờ mình không dùng nữa
","1
"
train_000541,"rất đáng tiền split nhưng kim đồng hồ sài hk được
","0
"
train_000542,"chất lượng sản phẩm tuyệt vời 1 tỷ sao v
","0
"
train_000543,"đáng từng đồng
","0
"
train_000544,"rất đáng tiền đóng gói không đẹp lắm
","0
"
train_000545,"bánh hơi cứng đối với các bé còn ít răng bánh dễ bị vỡ gãy khi ăn hay bị vón cục trẻ hay bị hóc nói chung đây không phải là sản phẩm lý tưởng cho bé
","1
"
train_000546,"băng dính cuốn không chặt
","1
"
train_000547,"chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền không vừa sz shop nhiệt tình đổi sz cho
","0
"
train_000548,"kết quả là tổng hợp tội danh anh ta bị xử phạt thật nặng nghiêm khắc với mấy vạn tiền đài
","1
"
train_000549,"chất lượng sản phẩm rất kém mua 2 cái thì 1 cái hỏng 1 cái dùng rất nóng
","1
"
train_000550,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng bên ghn giáo rất lâu
","0
"
train_000551,"vừa bôi lên mặt đã cảm thấy ngứa không biết sao nuabỏ ra mấy trăm tiếc qúa chất lượng sản phẩm kém
","1
"
train_000552,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh
","0
"
train_000553,"màu ưng ý ạ
","0
"
train_000554,"đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền shop phục vụ rất tốt
","0
"
train_000555,"độ dãn của quần quá kém
","1
"
train_000556,"cũng được cho 1 giọt mà thơm mấy ngày sau luôn thơm đến rợn cả người chắc chỉ dám chấm chấm tí
","0
"
train_000557,"hơn cả mong đợi hàng giống hình đẹp từ mẫu mã đến chất lượng luôn
","0
"
train_000558,"rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời rất đáng tiền
","0
"
train_000559,"chất lượng sản phẩm tuyệt vời đạt dày đen shop lại gửi trắng shop rep ib em em muốn sỉ dày ạ
","0
"
train_000560,"xuất xứ tq chứ không phải thái lan như quảng cáo nồi không được chắc chắn
","1
"
train_000561,"mua hàng thì thời gian giao hàng nhanh nhưng đến khi liên hệ shop để đổi size thì shop lại lơ đi không phản hồi không trả lời tin nhắn shop gửi size không đúng
","1
"
train_000562,"nâng cấp lên mà giá vẫn rẻ obi phân khúc này trùm rồi đ
","0
"
train_000563,"đóng gói sản phẩm rất đẹp và chắc chắn cảm ơn shop nhiều nha
","0
"
train_000564,"giày rất đẹp đóng gói cũng rất đẹp giao hàng rất nhanh cảm ơn shop
","0
"
train_000565,"chất lượng sản phẩm rất kémpin 18000 mà dùng không bằng pin 1000
","1
"
train_000566,"ngon nhưng cay quá hy vọng lần sau shop làm ít cay hơn
","0
"
train_000567,"khăn quá mỏng thất vọng
","1
"
train_000568,"thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn mực ngọt quá không hợp khẩu vị của mình
","0
"
train_000569,"bằng nhựa có mùi khó chịu nên khi chế rất khó uống
","1
"
train_000570,"em chưa sử dụng nhưng thấy mẫu mã tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền
","0
"
train_000571,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắntuy nhiên vận chuyển giày bị móp méo tí
","0
"
train_000572,"thời gian giao hàng nhanh mình mới sử dụng thì thấy có vẻ người bị nổi mụn nhiều hơn hay do mình không hợp với sản phẩm này
","1
"
train_000573,"shop giao thiếu hàng mình ib thì onl cũng không rep làm ăn thiếu trách nhiệm shop không giải quyết cho mình thì mình sẽ làm đến cũng ít ra cũng phải cho khách hàng 1 câu trả lời đoàng hoàng bộ tiền của người khác dễ ăn lắm à
","1
"
train_000574,"""Ban đầu khi đọc tựa đề tôi hình dung ra một câu chuyện về sự đấu tranh sinh tồn của con người cộng với ảnh bìa tôi nghĩ tuyết sẽ bao trùm cả cuộc đấu tranh đó. Nhưng đến phần khoảng 1/3 cuốn tôi bắt đầu hiểu cuốn sách không phải thuộc đam mê của tôi mà có lẽ sẽ là những trang yêu thích của những độc giả rành về chính trị và lịch sử mà tôi thì không thiên về vấn đề này cho lắm. Tuy thế bằng cái cách tạo bất ngờ của tác giả Marc Levy thường gây ấn tượng  cho chúng ta ở như những cuốn tiểu thuyết đầu cuốn sách này vẫn có một cái gì đó làm cho bạn tin rằng nó đáng để bạn muốn đọc đến trang cuối cùng và hài lòng vì đã mang nó về kệ sách nhà mình.""
","1
"
train_000575,"chống dính màu bị tróc ra
","1
"
train_000576,"sấy thịt thử thì thấy ok hi vọng sẽ bền
","0
"
train_000577,"chất lượng sản phẩm tạm được split không giống hình split không đáng tiền
","1
"
train_000578,"tìm hoài mới được chiếc đồng hồ đá ưng ý nhé mình bị dị ứng nên chỉ đeo được dây đá mà tìm toàn thấy bán từ 800k đến hơn 2 triệu hôm nay mới có cơ hội sở hữu em nó thanks shop
","0
"
train_000579,"đóng gói sản phẩm rất đẹp và chắc chắn split có điều bị cắt tem khuyến mãi
","0
"
train_000580,"tôi đang xài z3c đây chung cấu hình camera với z3 chụp auto hay chỉnh tay đều thua các máy a5 2016 hay s6 nhé bạn
","1
"
train_000581,"serum chính hãng check tem sms mã vạch đều ok chất lượng của serum không cần phải nói nhiều đáng đồng tiền bác gạo rất phù hợp với học sinh sinh viên và nhân viên văn phòng split mình sẽ còn ủng hộ dài dài shop uy tín chu đáo giao hàng rất nhanh
","0
"
train_000582,"bánh ngon nhưng giao hàng lâu quá
","0
"
train_000583,"hàng đẹp ủng hộ shop nhé
","0
"
train_000584,"chất lượng sản phẩm rất kém rất không đáng tiền thời gian giao hàng rất chậm đầm 6 7 tuổi mà có 18kg mặc cũng không vừa nữa ai có muốn mua thì nên cân nhắc kỹ lại nghề mẫu thì không giống hình gì hết
","1
"
train_000585,"dầu gội sạchtóc thơm sạch cả nhà đều thích đóng gói sản phẩm rất đẹp và chắc chắn
","0
"
train_000586,"không phải gọi là xuất sắc nhưng so với giá thì hút được vậy cũng là ok rồi cho shop 5 sao
","0
"
train_000587,"hàng nhái from giầy không đẹp phù hợp với giá tiền đã giảm chứ không như hàng quãng cáo đóng gói sản phẩm rất đẹp và chắc chắn
","0
"
train_000588,"chưa mở ra xem không biết tn phí vận chuyển đắt255k flash giảm 200k áp mã 100k coi như huề 2154k không biết nấu tn
","0
"
train_000589,"""trước tiên xin cảm ơn 3 bạn Đức Hương và Linh đã viết nên cuốn sách này. Mình cũng là người thích đọc sách và quyết định mua cuốn sách này vì thấy nó khá nổi tiếng và ấn tượng ngay với tên cuốn sách cũng như những nhận xét tích cực từ mọi người. Tuy nhiên sau khi đọc xong dc vài chục trang đầu tiên thì mình thấy nội dung cuốn sách ko có gì hấp dẫn những câu chuyện của các bạn cũng ko có gì ấn tượng vs mình đặc biệt là lời văn quá đỗi bình thường ko có truyền dc cảm xúc và liên kết với nhau khá rời rạc ko biết các bạn viết cuốn sách này năm bao nhiêu tuổi nhưng mình đọc có cảm giác như đang đọc văn của học sinh phổ thông viết vậy. Có phải do mình ms tốt nghiệp đại học xong hay ko nhưng quả thật mình thấy nó chỉ phù hợp vs những bạn dưới 20 tuổi mà thôi. Mình cố gắng lắm ms đọc hết dc 80tr và ko biết có nên đọc tiếp nữa hay ko ...""
","1
"
train_000590,"bộ sưu tập
","0
"
train_000591,"shop phục vụ rất tốt split đóng gói sản phẩm rất đẹp và chắc chắn
","0
"
train_000592,"chất lượng sản phẩm tuyệt vời split đóng gói đẹp split anh giao hàng dễ thương split sẽ ủng hộ shop nhiều nhiều
","0
"
train_000593,"unidry chất lượng chán quá hối hận mua 2 bịch
","1
"
train_000594,"giày đẹp lắm shop ơi nhưng bé nhà m đi hơi chật 1 chút sẽ ủng hộ shop nhiều
","0
"
train_000595,"giao nhầmmàu nâu
","0
"
train_000596,"tuyệt vời rất thít rẻ mẫu mã đẹp giao hàng nhanh split
","0
"
train_000597,"hơi cay chắc tại mình không ăn được cay nhưng ăn rất ngon shop nhiệt tình thời gian giao hàng rất nhanh
","0
"
train_000598,"đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiềnnhưng không biết dùng có bền không thôicòn về mẫu mà và chất lượng thì rất ok
","0
"
train_000599,"khăn mỏng dính chắc để lâu xe chứ tắm gì giá thì cao nữa bên lazada hôm nay bán có 39k
","1
"
train_000600,"sản phẩm bị lỏng dây nên lúc quay lúc không
","0
"
train_000601,"tất cả sp đều hài lòng trừ cái hút mũi này mình đặt 2c coi như vứt cả 2 vì không hút được nhưng shop pvu tốt sp này kém thôi
","1
"
train_000602,"nhận hàng cưng muốn xỉu split hy vọng máy rửa mặt xài bền
","0
"
train_000603,"gói hàng cẩn thận chải chiết nhìn sạch sẽ gọn gàng có hsd đầy đủ
","0
"
train_000604,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh sản phẩm y hình rất đẹp nhé split
","0
"
train_000605,"không có zip ở ống quần túi chưa cắt chỉ túi 2 màu khác màu được cái đường chỉ chuẩn không lệch giao hàng nhanh
","1
"
train_000606,"sản phẩm không như mong đợiđặt màu nâu lấy hàng màu hồng không có sách hướng dẫn sử dụng
","1
"
train_000607,"chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém chân đứng không nỗi
","1
"
train_000608,"áo thì mỏng shop thì phục vụ không tốt như kiểu cố tình gửi màu xấu tồn cho khách mình xem đánh giá cũng có 1 người bị y như mìnhai mà dễ tính thì có khi mặc luôn chứ mình thì trả hẳn không đổi với kiểu bán hàng thế này
","1
"
train_000609,"chất lượng sản phẩm tuyệt vời giao hàng rất nhanh lại còn được shop tặng kèm quà nữa thank shop nhé sẽ tiếp tục ủng hộ shop
","0
"
train_000610,"rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh shop phục vụ rất tốt split kcn dùng rất ưng ý tuy nhiên check mã không ra nên cũng hơi lo lo
","0
"
train_000611,"chất son mịn bôi lên môi rất thích có mùi thơm cực sẽ còn ủng hộ shop dài
","0
"
train_000612,"okổn trong tầm giá thời gian giao hàng rất nhanh
","0
"
train_000613,"lần đầu tiên phải đánh giá 1 sao vì sp cũng như shopee đt ngoại quan hình thức ổn nhưng mở máy lên mới biết hoá ra không tải được cái gì về không có ch play không thể tải được bất kỳ cái gì từ zing như zalo zing mp3 không xem được youtube dùng wifi cứ bị treo weby c hoàn tiền cũng không cho nói chung không nên mua
","1
"
train_000614,"tem bị trầy cào không được nghi hàng giả quá mà lỡ lấy hàng rồi
","1
"
train_000615,"chất lượng sản phẩm tuyệt vời nhưng đóng gói ẩu quá 10 cây mà giao có một màu một không vui
","0
"
train_000616,"o o hôm nay mới nhận được hàngvốn đã thích đông y hoặc thảo dược từ lâungửi được mùi hộp trà này thấy thoải mái cực kỳchưa kể shop bọc em nó rất cẩn thận nữabắt đầu uống rồi hy vọng hợp
","0
"
train_000617,"rong biển vị vừa ăn có muối để nêm thêm nếu thích mặn hơn giá cả hợp lý sẽ đặt thêm nếu có nhu cầu
","0
"
train_000618,"nồi màu hồng rất xinh mình rất thích sẽ tiếp tục ủng hộ shop
","0
"
train_000619,"chất lượng sản phẩm tuyệt vời sơn mịnthơm lâu trôi đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh
","0
"
train_000620,"hàng hỏng không sạc được không nên mua
","1
"
train_000621,"giày cực đẹp rất ưng ý
","0
"
train_000622,"giày đeo cứng đau chân khó đi
","1
"
train_000623,"sp sử dụng rất ok nhưng tiếc cái là không trữ điện phải cấm trực tiếp mới hoạt động hơi buồn chỗ đó
","0
"
train_000624,"""Có 2 vấn đề chính: Vấn đề thứ 1: Tiki giao hàng quá hạn so với dự kiến,  khi nhận được phản hồi thì có ghi nhận và đã gửi lại hàng ( Đặt hàng từ ngày 26/ 7 đến ngày 2/8 mới nhận đc sản phẩm)  SPLIT Thứ 2: Khi đã gửi lại hàng thì lại bị sai sản phẩm ( combo này tặng tẩy trang micelar Walter 50ml lại thành k+ 2ml) vậy là mình lại phải gọi điện phản hồi lần 2 và đổi lại sản phẩm.  SPLIT Thời điểm mình viết là vừa nhận đc hàng và phải chờ khoảng 2 ngày nữa mới biết có đổi đc hàng không?  SPLIT Mong là sẽ không bị thất vọng lần 3 và Tiki cũng xem lại cách làm việc của mình!""
","1
"
train_000625,"chất lượng sản phẩm tuyệt vời chân nấm to đẹp giá hợp lý
","0
"
train_000626,"sáng thua 7w của hãng khác
","1
"
train_000627,"sản phẩm không giống như mong đợi bé xíu
","0
"
train_000628,"mùa xanh dương lại giao xanh lá quá tệ
","1
"
train_000629,"rất hài lòng về chất lượng còn được tặng thêm quà nữa cảm ơn chị chủ shop nha
","0
"
