id,comment,label
train_000805,mình chân 36 mà lấy sz 35 đi vẫn thoải mái phom to,"0
"
train_000806,mới dùng mấy hôm chuột của mình đã bị hỏng,"1
"
train_000807,hủ nhỏ quá,"1
"
train_000808,thấy không hiệu quả l,"0
"
train_000809,shop phục vụ rất kém giao hàng thiếu đầu thu hỏi lại shop trả lời vô trách nhiệm đổ thừa coi như vứt con chuột đi né xa rất không đáng tiền,"1
"
train_000810,2 ban chai thì 1 cái hỏng buồn,"1
"
train_000811,"kiểu dáng đẹp SPLIT chất liệu không thấm mồ hôi đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh SPLIT ""","0
"
train_000812,kem danh bi bết không bám,"1
"
train_000813,đóng gói sản phẩm rất đẹp và chắc chắn mới dùng nên chưa biết chất lượng ra sao,"0
"
train_000814,dùng thích lắm luôn ạ thấm nhanh mà mềm da nữa,"0
"
train_000815,đóng gói sản phẩm kém chất lượng sản phẩm kémhình như sp có đem dán cho khách rồi SPLIT dán không nhạy rất nhiều khí SPLIT bộ sp hỗ trợ như keo dính bụi không có SPLIT thất vọng lớn,"1
"
train_000816,chất lượng đáng với giá tiền mang vào không bị đau chân nói chung là hài lòng chúc shop buôn may bán đắt,"0
"
train_000817,dong goi rat dep giao hang rat nhanh minh chua dung len chua biet được ntn,"0
"
train_000818,sen đỏ luôn luôn giao trể 2 3 ngày,"1
"
train_000819,xài ok à,"0
"
train_000820,giày đeo có mùi hôi khó chịu,"1
"
train_000821,shop làm việc chu đáo nhiệt tình SPLIT chất lượng sản phẩm tuyệt vời,"0
"
train_000822,xài rất thích đánh kem nền rất mịn đẹp rất đáng tiền,"0
"
train_000823,không đáng tiền chất lượng sản phẩm kém,"1
"
train_000824,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh hàng chuẩn đã kiểm tra,"0
"
train_000825,rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh shop phục vụ rất tốt,"0
"
train_000826,áo dão kinh,"1
"
train_000827,sim mua ve không sai dcnt shop noi long vong do loi khach làm huk giai quyet van denoi chug la that vongminh mua do tren phoppe rat nhieu nhung lan nay la that vong nhatve ca san pham lan cach phuc vu,"1
"
train_000828,thích mua hàng của shop mãi thôi shop bán hàng cực chuẩn chủ shop cực kì dễ thương chuẩn bị và giao hàng rất nhanh đã vậy lại được freeship nữa yêu shop quá muốn rinh cả shop về nhà,"0
"
train_000829,chất lượng sản phẩm tuyệt vời SPLIT rất ấn tượng ve cách phục vụ cua shop,"0
"
train_000830,"mua đợt khuyến mãi giá chỉ 70k không thể rẻ hơn SPLIT lần đầu giao nhầm quạt đứng nhưng shop nhiệt tình trực tiếp chạy qua đổi SPLIT hàng tét chạy ok SPLIT độ bền thì dùng lâu mới đánh giá được SPLIT ""","0
"
train_000831,quảng cáo sản phẩm chịu được khi nướng ở 400 độ c thực tế sử dụng nướng bánh chuối ở 160 độ c hộp thủy tinh bị nứt SPLIT tại sao,"1
"
train_000832,tuyệt vời nhưng mỗi tội shop nhan tin mãi mới trả lời 5,"0
"
train_000833,thời gian giao hàng rất nhanh shop lại còn hay sale rất đáng tiền nên tiếp tục ủng hộ này cảm ơn vì tặng sample cho mình nha 3,"0
"
train_000834,chất lượng được nhưng sau mau,"0
"
train_000835,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh 3,"0
"
train_000836,check hiddentag ra hàng chuẩn,"0
"
train_000837,rất ok chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanhcảm ơn shop đã kèm quà tặng,"0
"
train_000838,vừa khui là chụp lại luôn đẹp lắm nha shop,"0
"
train_000839,sản phẩm rất tốt đóng gói rất đẹp rất hài lòng về sản phẩm,"0
"
train_000840,giao nhầm giày vẫn bảo giao đúng,"1
"
train_000841,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn SPLIT ưng lắm luôn nhưg chụp hình lúc đi làm không bắt mắt lắm,"0
"
train_000842,chất lượng sản phẩm rất kém pin không đúng như quảng cáo hình ảnh và sẽ không có lần thứ 2 mua của shope nữa,"1
"
train_000843,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh gói cái vỏ không bóp được là buồn rồi,"0
"
train_000844,hàng kém chất lượng bán hàng chán,"1
"
train_000845,đóng gói sản phẩm rất đẹp và chắc chắn dag gia tiền,"0
"
train_000846,mới hút bụi chưa được 2 phút hư luôn,"1
"
train_000847,đóng gói sản phẩm rất đẹp và chắc chắn chưa sử dụng nên chưa báo được chất lượng,"0
"
train_000848,chẳng khác gì iphone 6,"1
"
train_000849,lan đau mua cua shop giao hang nhanh nhu 1con gio gia ca canh tranh san pham chat luong ngọt cay sach se đựng trong họp chac chan cho them 5 la 10 luon chuc shop co that nhieu khách hang,"0
"
train_000850,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh còn tặng thêm 1 gói dưỡng trắng nữa thanks shop,"0
"
train_000851,hàng rất đẹp form giày chuẩn mình rất hàng lòng đóng gói đẹp mình đã mua thêm đôi nữa,"0
"
train_000852,loa khi nói chuyện quá nhỏ người nghe không nghe rõ gì hết,"1
"
train_000853,đặt màu đen thì vỏ hộp xanh ruột lại trắngquá thất vọngtrả hàng thì phức tạp nt shop không bgjo trả lờicạch,"1
"
train_000854,chất lượng sản phẩm rất kém1 bên loa bị hỏng,"1
"
train_000855,mạch sạc không ổn định,"1
"
train_000856,không tốt,"1
"
train_000857,đóng gói sản phẩm tốt giao hàng nhanhphù hợp với giá thành,"0
"
train_000858,tại sao khi nhận hàng trên hộp ghi là xuất xứ trung quốc,"1
"
train_000859,rất đáng tiền shop phục vụ rất tốt thời gian giao hàng rất nhanh,"0
"
train_000860,c chủ và nhân viên dễ thương vui vẻ sẽ ủng hộ dài dài,"0
"
train_000861,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền SPLIT hàng chất lượng tốt lại lung linh nữa,"0
"
train_000862,trong ảnh đẹp mà ngoài nhìn xấu kém,"1
"
train_000863,đẹp và thích lắm,"0
"
train_000864,giày bẩnbảo đổi hàng shop không đổi,"1
"
train_000865,đóng gói sản phẩm rất đẹp và chắc chắn mới dùng thử thì khá ổn sẽ tiếp tục ủng hộ shop,"0
"
train_000866,"màu sơn dưới đế giầy mờ và tróc nhiều không hài lòng cho lắm SPLIT ""","1
"
train_000867,xay chưa xong 1 lần cá lần rồi không sử dụng được nữa,"1
"
train_000868,sản phẩm rất đẹp chất lượng thì khỏi chê luôn giao hàng nhanh cảm ơn shop,"0
"
train_000869,hang không nhu hình hang không ro nguồn goc chất lượng sản phẩm rất kém,"1
"
train_000870,bánh to tròn múp míp 3 ăn đã lắm hehe 3 được tặng kèm gói bánh này đâyyy 3 gói bánh tặng ăn vui mồm mỗi tội hơi cứng,"0
"
train_000871,shop không tốt,"1
"
train_000872,chất lượng sản phẩm tuyệt vời thời gian giao hàng chậm,"0
"
train_000873,giày khá đẹp như real luôn thanks shop,"0
"
train_000874,giầy đẹp ngon bổ lại rẻ nhé,"0
"
train_000875,dùng cá nhân 100ea nhiều quá,"0
"
train_000876,hi shop giao màu ngẫu nhiên mà đẹp chất cũng mềm mịn ưng lắm,"0
"
train_000877,hơi thất vọng khi nhận được sp,"1
"
train_000878,đặt xương rồng mà lại gửi cờ nhật ah,"1
"
train_000879,1nhận diện bằng mắt thường hộp ọp ẹp không có tem hãng không có giấy hướng dẫn sử dụng ghi gờ hàng giả kém chất lượng đề nghị kiểm tra chất lượng sản phẩm,"1
"
train_000880,mặt hơi to chất lượng sản phẩm kém,"1
"
train_000881,keo tốt SPLIT kiểu ống chích này tra keo vào cpu tiện hơn loại hủ,"0
"
train_000882,hàng tốt cám ơn shop nhờ có cái này mà con mình uống nước dễ dàng hơn,"0
"
train_000883,chúng ta có không ít giải pháp để đảm bảo an toàn mà vẫn giữ nguyên vẻ thơ mộng của cầu long biên,"1
"
train_000884,máy có đèn led đổi màu xanh đỏ cho vui chứ không có tính năng hồng ngoại dùng massa gáy đầu thấy không ổn lắm nằm lên lúc máy hoạt động khá khó chịu SPLIT chạy mấy phút thì động cơ khá nóng SPLIT ngại đổi trả nên dùng tạm để massa chân SPLIT khuyên các bạn không nên mua,"1
"
train_000885,ưng cái bụng,"0
"
train_000886,xài khá ok,"0
"
train_000887,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mua 2 lần rồi lần nào cũng ok lăm luôn,"0
"
train_000888,bàn phím cắm vào không có nhận gì cả shop không có kiểm tra hàng trước khi giao liên hệ không thấy trả lời nản rất không đáng tiền,"1
"
train_000889,làm ăn không uy tín mua 2 thì giao 1 gọi điện báo lạithì nhân viên phục vụ thái độcuối năm rồi nên không thèm kiện cáo nữachấp nhận trả giá gấp đôi nhưng shopxem lại cách làm việc của mình đitiền dù ít cũng là tiềnbuôn bán có tâm chút nhé shop,"1
"
train_000890,shop phục vụ rất tốt đóng gói chắc chắn SPLIT bột đậu thơm SPLIT còn hiệu quả thì để sử dụng 1 thời gian nữa mới rw được nha,"0
"
train_000891,tuyệt cú mèo,"0
"
train_000892,hàng đẹp vải thun ok SPLIT không được chọn size nên hơi rộng nhưng không sao phù hợp với túi tiền SPLIT khuyên bạn nào cao trên 1m75 thì mặc ok nhé,"0
"
train_000893,đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,"0
"
train_000894,chất lượng sản phẩm tuyệt vời SPLIT đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,"0
"
train_000895,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh nhung hàng hoi bị mop cần nhe tay hơn khi van chuyển,"0
"
train_000896,đồng hồ đẹp lắm shop chỉ có điều khoá đóng mở dít chặt quá cậy mạnh mới ra nên hơi bất tiện,"0
"
train_000897,nhanh đẹp nhưng có thấy ghi chú là SPLIT gói massage cạc mobi 20k SPLIT mà gói có cạc thì không,"0
"
train_000898,giao hàng thiếu khẩu trang của mình,"1
"
train_000899,chất lượng sản phẩm rất kém mua hàng trên shopee nhiều nhưng chưa lần nào thấy thất vọng như lần này bỉm giống như bỉm giả SPLIT bóc ra rồi nếu không thì yêu cầu trả hàng ngay SPLIT giờ mua bỉm khác bỉm này dùng hư da con,"1
"
train_000900,bánh thơm ngon ít ngọt rất hợp khẩu vị,"0
"
train_000901,còn chưa thấy hàng đâu cả,"1
"
train_000902,giao thiếu hàng,"1
"
train_000903,tính về thiết kế không có gì đột phá cả thậm chí camera nhìn còn xấu hơn iphone 6s nhiều,"1
"
train_000904,chất lượng sản phẩm tuyệt vời chốt bé không dùngdc phải xài chốt zin để qua shop phục vụ rất tốt,"0
"
train_000905,bên shop thông báo cho mình hết phấn gấu xong chuyển sang phấn vịt sau shop cũng thông báo hêt phấn vịt chuyển sang phấn của 3ce chất lượng phấn không tốt lắm nói kiềm dầu nhưng hầu như kiềm dầu chỉ được tầm 30p là thấy da mặt đầy dầu lỗ của hộp phấn bên trong quá bé nên lượng phấn lấy ra không nhiều rất mất thời gian phải dùng cọ phấn phủ,"1
"
train_000906,shop phuc vụ tốt giao hang rất nhanh,"0
"
train_000907,giày đẹp cực luôn đó ạ đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,"0
"
train_000908,chưa sử dụng nên chưa đánh giá hihi cho 5 đã,"0
"
train_000909,quá ngon quá tuyệt vời giao hàng nhanh chất lượng sản phẩm tuyệt vời,"0
"
train_000910,đã nhận được hàng đẹp và chất lượng lắm giao hàng nhanh hơn dự kiến nữa,"0
"
train_000911,hết hàng nên không đánh giá được chất lượng,"0
"
train_000912,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt được shop tặng quạt xinh xắn con m rất thích,"0
"
train_000913,quai dép mỏng quá rộng không chắc chắn màu đỏ mà y như màu cam không giống hình và clip như đã đăng,"1
"
train_000914,hàng kém chất lượng không giống như hình bán,"1
"
train_000915,kẹo đúng chuẩn chất lượng đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh,"0
"
train_000916,quá dỏm như nước xài mà thấy da tay vẫn khô không có dưỡng ẩm,"1
"
train_000917,thời gian giao hàng rất nhanh SPLIT   SPLIT rất đáng tiền SPLIT   SPLIT shop phục vụ rất tốt SPLIT chất lượng sản phẩm tuyệt vời,"0
"
train_000918,đóng gói sản phẩm siêu chắc chắn thời gian giao hàng siêu nhanh,"0
"
train_000919,rất tiếc là kh có 0 sao,"1
"
train_000920,dm kính trầy tè le vậy mà kêu chống trầy saphia này nọ lừa đảo,"0
"
train_000921,chân mình 21cm không quá dầy hoặc quá mỏng đặt size 36 và mang vô ôm cực kì cực kì chật giày khá cứng nếu không nói là cực kì cứng đặt hàng từ 4 4 mà 13 4 mới nhận được hàng mong ngóng bao ngày thì lại không mang được,"1
"
train_000922,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh cảm ơn shop,"0
"
train_000923,giao hàng rất chậm nội thành sài gòn mà giao mất 5 ngày hộp đã bị khui không còn seal tai nghe trầy nhiều chỗ âm thanh hơi nhỏ phải tăng hết ga hết nghe vừa,"1
"
train_000924,thời gian giao hàng rất chậm lúc mua hàng thì ghi 2 4 ngày nhận mà mãi ngày thứ 8 mới nhận được sẽ nói không với ghtk,"1
"
train_000925,shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời,"0
"
train_000926,đóng gói giao hàng không ktranhầm sizegiao hàng không nhanh như các shop khác,"1
"
train_000927,shop phục vụ rất tốt rất đáng tiềngiao hàng rất nhanh,"0
"
train_000928,vừa nhận bỉm bóc xem thử rất thick bỉm mềm không khác gì moony mà lại rẻ hơn nhiều ahihi,"0
"
train_000929,nhanh uy tín,"0
"
train_000930,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn máy chính hãng nguyên hộp,"0
"
train_000931,thời gian giao hàng rất chậm,"1
"
train_000932,shop phục vụ rất kém chất lượng sản phẩm rất kém,"1
"
train_000933,chất lượng sản phẩm rất kém,"1
"
train_000934,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời shop tận tình thân thiện,"0
"
train_000935,cay quá,"0
"
train_000936,chất lượng sản phẩm tuyệt vờihuhu do mình mua hàng nhiều quá mình nhầm lần shop này shop kiathông cảm nhésp rất ok và mình sẽ tiếp tục ủng hộ 3,"0
"
train_000937,hợp đựng đồng hồ không giống như clip sao nó lại ra ten v shop,"0
"
train_000938,khi cắm vào sạc cho đt không hỗ trợ sạc nhanh đt mình là ss s6 em và phải cắm sạc 5 tiếng mới đầy đóng gói sp thì cẩu thả bao bì cũ kĩ trầy sước dơ SPLIT sau 1 tuần không còn dùng nó nữa đã vứt xó,"1
"
train_000939,rất không đáng tiền mua 3 cục nguồn về không dùng được cái nào hàng kém chất lượng đồ đểu không dùng được không đáng sao nào cả SPLIT lừa đảo,"1
"
train_000940,hơi rộng nhưng sáng đẹp,"0
"
train_000941,sổ rất đẹp chắc chắn cỡ giấy a5 thôi nhưng sổ to bự luôn bút nhũ và sticker cũng rất đẹp SPLIT có mặt hàng hết nhưng đã được đền bù lại đầy đù SPLIT chỉ có là thời gian chờ hàng từ ngoài về lâu ơi là lâu nhưng order là thế nên cũng không trách shop được v SPLIT có tiền nhất định sẽ mua tiếp với shop,"0
"
train_000942,dầu óc chó như cũ rích không biết có phải hàng chuẩn không nữa,"1
"
train_000943,lên màu đẹp thơm đóng gói cẩn thận thời gian giao hàng rất nhanh nói chung tuyệt vời 3,"0
"
train_000944,"chưa dùng nên chưa biết SPLIT ""","0
"
train_000945,bán hàng cà chớn hì đặt size 39 gửi về 38 mà nt cho shop đổi size thì không ai trả lời buôn bán có tâm chút chứ mua hàng không đúng size sao mang hả,"1
"
train_000946,hàng của shop giao không hề có banner của twice,"1
"
train_000947,tôi thấy cái nào cũng có cái không tốt như tôi đang dùng iphone chỉ được mỗi cái sành điệu còn pin thì yếu wifi thì kém nghe nhạc thì chán,"1
"
train_000948,đóng gói sản phẩm rất đẹp và chắc chắn có bọc chống sốc giao hàng nhanh hàng chính hãng nên không phải lo về chất lượng đang sử dụng nước tẩy trang của hãng và rất thích nên mua kem xài thử chưa sử dụng nhưng mong là da mình hợp chỉ mong sh tặng thêm mấy gói simple để tét thử trước khi mua full thôi,"0
"
train_000949,nguyentienthanh 7402,"0
"
train_000950,giá rẻ như thế thì hàng quá ok,"0
"
train_000951,chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanhmình mua voi gia 65kgiay dep lamnen mua,"0
"
train_000952,mình không mua trên tiki nhưng mình đến trực tiếp công ty mua 5 lần nấu đầu tiên sống cả 5 lần gọi điện báo cho bên bảo hành thì họ bảo phải mang nồi đến cho họ trong khi có chính sách bảo hành tại nhà bực qua nên đập luôn nồi hàng việt nam mà đắt ngang hàng sharp chất lượng lại quá tệ,"1
"
train_000953,tiền nào của ý form chuẩn chỉ có điều vừa đi chưa được 2p đã bong đế gót shop nên kiểm tra kỹ hàng trước khi giao,"1
"
train_000954,gửi size không đúng yêu cầu gọi là quần mông thú mà chẳng thấy con thú nào chỉ là cái quần loại len mút màu đen có vài họa tiết mua khi giảm tưởng rẻ hóa đắt nhận hàng mà thất vọng tràn trề,"1
"
train_000955,chất lượng sản phẩm rất kémkhóa bị lỗi kéo nhẹ là bị bung chất đề nghị shop đổi hàng shop không phản hồi phục vụ rất kém,"1
"
train_000956,chat luong kem,"0
"
train_000957,vận chuyển quá trễ,"1
"
train_000958,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh số lượng đầy đủ shop nhặt hàng rất có tâm cảm ơn shop nhiều có nhu cầu sẽ ủng hộ tiếp,"0
"
train_000959,rất không đáng tiền thời gian giao hàng rất chậm chất lượng sản phẩm rất kém hàng check mã made in china tét thử toàn chì shop mall mà bán hàng thất vọng vô cùng mua rồi không dám sử dụng,"1
"
train_000960,mật lỏg rót ly nhỏ để vào tủ lạnh chỉ bị đặc lại chứ không thấy lắg đườg tạm được đág với giá tiền,"0
"
train_000961,chất lượng sản phẩm rất kémsản phẩm lỗi báo lỗi lại thì không thấy phản hồi,"1
"
train_000962,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh cho 5,"0
"
train_000963,hàng đẹp màu đẹp lắm chất son cũng rất ok không bịt khô môi cũng khá lì nữa thời gian giao hàng rất nhanh shop phục vụ rất tốt,"0
"
train_000964,giao hàng chậm khui ra thấy chai ntn không bít bị gì nhưng vẫn cho shop 5sao vì giá tốt,"0
"
train_000965,rất không đáng tiền đúng là rẻ thì không đẹp mà thấy vải mỏng mà nhanh dão quá,"1
"
train_000966,chị chủ shop nhiệt tình chiều khách lắm còn tặng dây buộc tóc với kẹo nữa kẹo mình ăn rồi nên không có trong hình SPLIT cây chì thì mình cứ có cảm giác đen với đậm dù đã chọn màu nhạt nhất,"0
"
train_000967,hàng tệ không được cái gì hết,"1
"
train_000968,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh mua shop mấy lần rồi lần nào cũng rất ưng ý,"0
"
train_000969,sản phẩm rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,"0
"
train_000970,màu lên không chuẩn như hình thơm bền màu,"0
"
train_000971,sản phẩm bị lỗi cắm jack 35mm từ dtdd hoặc laptop máy tính thì không xài được đã tét các jack này với cái khác y chang thì được,"1
"
train_000972,shop giao thiếu hàng ib hỏi không trả lời vô trách nhiệm,"1
"
train_000973,áo đẹp nhg phom hơi bé,"0
"
train_000974,đóng gói sản phẩm rất đẹp và chắc chắn chưa sử dụng chưa biết chất lượng ra sao,"0
"
train_000975,bị hết hạng sử dụng,"1
"
train_000976,moi thu lan dau thi thay okcon không biết su dug lau dai the nao,"0
"
train_000977,chất liệu nó không giống hình ạkeo dán không được kết chặt ạdinh keo bã nữa anoi chug thì cung không phải tệnhưng em muốn mình mua thời gian lâu dài thì hình thật hàng thậtvi em còn mua rất nhiều mặt hàng ở tại đây mà,"1
"
train_000978,sãn phẫm xấu hàng không tốt treo đẩu dê bán thịt chó,"1
"
train_000979,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt góibhangf cực kỳ cẩn thận chắc chắc mình sẽ mua tiếp shop phục vụ rất tốt thời gian giao hàng rất nhanh,"0
"
train_000980,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,"0
"
train_000981,sp tốt bọc cẩn thận,"0
"
train_000982,phải chi biết đến shop sớm hơn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,"0
"
train_000983,mặt nạ tốt lần đầu tiên mua hàng đã tặng sample lại còn hẳn 3 sample mặc dù chưa có thời gian nghiên cứu mấy cái sample đó là gì,"0
"
train_000984,giao hàng thiếu gian lận combo 10 cáigiao còn 7 cáiko uy tinkhông đáng mua tiếpchất lượng thì ok,"1
"
train_000985,sản phẩm lỗi nhiều,"0
"
train_000986,vua moi nhan hang đa bị hư dây,"1
"
train_000987,bút nhẹ viết trơn,"0
"
train_000988,chất lượng sản phẩm tuyệt vời m mua với giá sale 215k,"0
"
train_000989,vừa nhận hàng có xay thử thấy cũng được hợp giá tiền chỉ không biết độ bền được bao lâu thôi,"0
"
train_000990,đóng gói sản phẩm rất đẹp và chắc chắn nhân viên giao nhiệt tìn còn về chất lượng thì đương nhiên tốt,"0
"
train_000991,rất lag và khó xem dù sử dụng iphone 6s,"1
"
train_000992,cảm nhận sau khi mua con điều hoà này làm lạnh thì chậm m bật 5t từ 10h sáng đến 3h chiều mà phòng chỉ thấy hơi mát mát nhiệt độ ngoài trời tầm 25 30 độ phòng m 15m2 SPLIT gọi nhân viên xuống kiểm tra thì bảo không bị sao cả máy hoạt động vẫn bình thường mình có bảo làm mát chậm thì lấy lí do phòng này hướng tây bị nắng hắt vào lên làm lạnh chậm SPLIT yêu cầu trả lại đổi sang cái khác thì không đổi được nữa SPLIT khả năng lần sau sẽ xem xét mua hàng trực tiếp không mua online nữa SPLIT hết,"1
"
train_000993,hơi nhỏ so với hìh,"0
"
train_000994,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất tệ và hộp hư hoàn toàn shop phục vụ rất tốt thời gian giao hàng rất nhanh nhưng giày vừa khuyên các bạn chọn lớn hơn 1size,"0
"
train_000995,đặt bioderma thì ship sp kháchàng không chuẩnsẽ không có lần sau đặt ở shop nữa,"1
"
train_000996,tra hàng,"1
"
train_000997,giao hàng thiếu ib không trả lời,"1
"
train_000998,một thiết kế không thể xấu hơn chào mừng apple ra nhập với đội htc cổ phiếu của apple sẽ sụt như chong chóng tụt sau khi iphone 7 và ip7 plus ra mắt cho mà xem,"1
"
train_000999,tốt nen mua,"0
"
train_001000,chất lượng sp rất tốt đẹp và rẻ vượt quá mong đợi số tiền bỏ ra rất ưng í,"0
"
train_001001,quá tệ cực kỳ dễ gãy chơi 1ngày gãy 7 cây nhắn hỏi shop qua zalo không thèm trả lời thất vọng,"1
"
train_001002,son chuẩn nhưng mình check code hết hạn rồi,"1
"
train_001003,đồng hồ không chạy được bên ngoài ghi quà tặng hoa tai cỏ 4 lá nhưng không có,"1
"
train_001004,â chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,"0
"
train_001005,hở keo,"1
"
train_001006,ngon cực không bể nhiều lắm so với mẻ nguyên đã mua lần 2 bịch to chà bá giao hàng cực nhanh,"0
"
train_001007,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền dễ tập viết khá tốt,"0
"
train_001008,co chut không vua y size lon hon so voi size chuan đóng gói sản phẩm rất đẹp và chắc chắn,"0
"
train_001009,không bao giờ dám đặt hàng nữa sản phẩm lỗi gắn pin là chạy không có cấp độ gì hết tháo pin mới tắt đập luôn chứ xài gì shop phục vụ rất kém,"1
"
train_001010,đóng gói đẹp kỹ SPLIT thơm nhẹ bảo đảm hàng auth rất hài lòng,"0
"
train_001011,có như thế mới chấn chỉnh và chấm dứt tệ nạn đua xe,"1
"
train_001012,bàn chải dùng siêu thích siêu sạch và mềm mại SPLIT shop tư vấn nhiệt tình 5 5 5,"0
"
train_001013,gửi sai size đặt size bé 19g gửi 1 áo đúng còn 1 áo bé 13kg mặt vữa,"1
"
train_001014,không đẹp không mát không mịn,"1
"
train_001015,giày như hình đẹp lung linh giao hàng nhanh,"0
"
train_001016,thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt,"0
"
train_001017,thời gian giao hàng rất chậm ngày sx hơi xa mặc dù còn hsd lọ nhựa do bảo quản không tốt hoặc để lâu vỏ bị ố vàng,"0
"
train_001018,chất lượng sản phẩm rất kémgiày giao vàng ố,"1
"
train_001019,thời gian giao hàng chậmnhắn tin kêu tư vấn thì không thèm trả lời kháchcho 2 thái độ phục vụ tư vấn,"1
"
train_001020,cùng bằng số tiền mà áo màu da thì lại rất mỏng mình đeo vào để hút sữa toàn bị tụt vì độ đàn hồi của áo kémmua áo để rảnh tay mà vẫn phải giữ tay áo màu đen thì chất dày dặn hơn chút nhưng vẫn bị tụt,"1
"
train_001021,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mặc mềm chất đẹp thanks shop,"0
"
train_001022,cảm ơn shop giao hàng rất nhanh rất hài lòng về sản phẩm,"0
"
train_001023,dcm1 sao dành cho admang về đúng 1 ngày bàn phím bị chập với nhaubấm y thì ra yj bấm nút xóa thì ra gạch bấm nhiều nút bị liệtmn tránh xa cái shop này ra,"1
"
train_001024,"dù còn dùng được nhưngbộ phát cũ và bị xước khá nhiều SPLIT cũng bị hỏng nút nguồn nữa SPLIT thêm vào đó là tiền ship khá đắt nữa SPLIT và giao cáp kết nối cũng hỏng rồi SPLIT chưa hài lòng lắm về sản phẩm SPLIT mong shop có thể cải thiện SPLIT ""","1
"
train_001025,shop à bán hàng thì có tâm một chúthàng chất lượng khách an tâm mua nữa chứgiảy mới mà còn thua giày mình mang chán mà vức bỏ nữa,"0
"
train_001026,tay lông gớm quácon nầy ngon thế xiaomi chính hãng có khác,"0
"
train_001027,tệ xấu không bỏ vừa sp,"1
"
train_001028,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shiper nhiệt tình SPLIT mọi thứ perfect,"0
"
train_001029,đẹp tuyệt ưng lắm,"0
"
train_001030,chất lg bình thường không đúng size mà không cho đổi trả,"1
"
